0.000098,-0.000161,0.799087,0.004109,0.002375,0.021641,0.999755,-0.004409,0.060532,0.166431,0.176276,-0.097473,-0.023962,0.040313,-0.119414,-0.385817,0.206674,-0.180823,0.039829,0.016061,-0.006092,0.001142,-0.068885,1.474532,-0.172469,1.220329,0.281551,0.229778,0.196130,0.063265,-1.454644,0.000167,1.374207,-0.017476,0.069432,-0.162874,0.998745,-0.025861,0.019573,0.989811,0.046106,0.140019,0.988965,0.079054,-0.098931,0.981929,0.110276,0.171946,0.999951,0.009537,-0.009819,0.991075,0.001463,0.132966,0.992706,0.037936,-0.020289,0.988233,-0.118838,0.148175,0.982269,-0.057709,0.023174,0.981523,0.186042,0.182434,0.999799,0.019128,-0.019593,0.995588,0.004161,0.091863,0.996179,0.029618,-0.035995,0.996361,-0.079576,-0.079918,0.991236,-0.027909,0.049685,0.984425,0.122404,-0.173576,0.999799,0.019161,-0.019592,0.996082,0.004152,0.086333,1.000000,0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.981499,0.166609,-0.165732,0.986022,0.095883,-0.001154,0.999503,-0.002769,0.001719,0.999441,-0.031469,-0.033325,0.989108,-0.054742,0.060197,0.997533,0.134317,-0.043943,0.954176,-0.212623,0.272034,0.909502,0.124679,-0.357208,0.957613,0.271627,-0.255256,0.954448,0.133501,-0.123484,0.955263,-0.292018,0.282352,0.947615,-0.088034,-0.129427,0.865993,-0.279358,0.297687,0.954426,0.401794,-0.105024,0.885697,0.273791,-0.287278,0.957624,-0.364709,-0.089410,0.961921,0.003406,0.132415,0.868940,-0.239110,0.494906,0.985443,0.029384,-0.059036,0.982802,0.159427,0.182308
-0.000162,-0.000143,0.799161,0.005899,-0.002837,0.023005,0.999714,0.011784,0.057292,0.168583,0.163327,-0.091545,-0.024899,0.057268,-0.124859,-0.397377,0.197409,-0.178610,0.043167,0.013268,-0.009288,0.010784,-0.101476,1.437662,-0.166795,1.154745,0.337672,0.318739,0.187132,0.089468,-1.431391,-0.027453,1.315043,-0.025886,0.118090,-0.188855,0.998753,-0.025829,0.019558,0.989793,0.045941,0.140154,0.988988,0.079140,-0.098976,0.981923,0.110029,0.171944,0.999951,0.009537,-0.009825,0.991089,0.001511,0.132856,0.992681,0.037969,-0.020321,0.988272,-0.119048,0.147911,0.982295,-0.057767,0.023304,0.981561,0.185884,0.182213,0.999799,0.019102,-0.019575,0.995609,0.004262,0.091643,0.996168,0.029558,-0.035939,0.996372,-0.079735,-0.079806,0.991249,-0.027952,0.049679,0.984465,0.122303,-0.173341,0.999799,0.019136,-0.019574,0.996102,0.004253,0.086113,1.000000,0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.981384,0.167242,-0.166609,0.985915,0.095534,0.001399,0.999516,-0.003012,0.001979,0.999441,-0.031037,-0.033296,0.989191,-0.054510,0.059939,0.997549,0.133823,-0.043876,0.953857,-0.213646,0.273163,0.909158,0.124656,-0.357474,0.957643,0.271465,-0.255001,0.954428,0.133770,-0.123991,0.955283,-0.292036,0.282446,0.947603,-0.087511,-0.129472,0.866030,-0.279299,0.297617,0.954448,0.401767,-0.104982,0.885694,0.273285,-0.286779,0.957774,-0.365109,-0.089352,0.961873,0.004489,0.132215,0.867634,-0.239414,0.497183,0.985347,0.032566,-0.062426,0.982351,0.158728,0.184188
-0.000428,-0.000109,0.799220,0.007516,-0.007697,0.024107,0.999652,0.025883,0.054173,0.169894,0.153609,-0.086976,-0.025481,0.071841,-0.129461,-0.405820,0.190419,-0.176702,0.045661,0.010551,-0.012233,0.019779,-0.126546,1.406868,-0.156840,1.098113,0.389850,0.392912,0.175157,0.114408,-1.411911,-0.057112,1.260843,-0.037377,0.162501,-0.210298,0.998773,-0.025762,0.019547,0.989771,0.045493,0.140319,0.989028,0.079248,-0.099018,0.981917,0.109632,0.171929,0.999950,0.009537,-0.009833,0.991111,0.001577,0.132695,0.992661,0.037930,-0.020288,0.988315,-0.119219,0.147634,0.982329,-0.057849,0.023486,0.981618,0.185683,0.181879,0.999799,0.019054,-0.019537,0.995639,0.004398,0.091320,0.996159,0.029506,-0.035888,0.996383,-0.079876,-0.079693,0.991265,-0.028008,0.049668,0.984523,0.122174,-0.173001,0.999799,0.019089,-0.019537,0.996130,0.004389,0.085790,1.000000,-0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.981248,0.167914,-0.167668,0.985786,0.095072,0.005469,0.999536,-0.003304,0.002294,0.999442,-0.030374,-0.033248,0.989311,-0.054132,0.059525,0.997574,0.133122,-0.043776,0.953520,-0.214622,0.274382,0.908554,0.124559,-0.358422,0.957720,0.271150,-0.254586,0.954435,0.134008,-0.124624,0.955312,-0.292038,0.282568,0.947642,-0.086805,-0.129184,0.866032,-0.279196,0.297511,0.954481,0.401840,-0.104957,0.885771,0.272587,-0.286072,0.957987,-0.365475,-0.089209,0.961807,0.006108,0.131761,0.865975,-0.239928,0.500049,0.985122,0.037387,-0.067544,0.981735,0.158029,0.186546
-0.000706,-0.000041,0.799251,0.008785,-0.011855,0.024684,0.999586,0.035791,0.051296,0.169527,0.150353,-0.085124,-0.025356,0.081650,-0.132377,-0.408030,0.187982,-0.175405,0.046469,0.007988,-0.014675,0.027482,-0.136572,1.388225,-0.138322,1.059382,0.434143,0.437508,0.157226,0.136823,-1.399976,-0.090851,1.216574,-0.055031,0.198417,-0.222666,0.998819,-0.025626,0.019545,0.989742,0.044480,0.140547,0.989102,0.079400,-0.099051,0.981912,0.108934,0.171887,0.999950,0.009537,-0.009845,0.991146,0.001674,0.132431,0.992653,0.037746,-0.020124,0.988367,-0.119312,0.147329,0.982376,-0.057977,0.023775,0.981714,0.185396,0.181317,0.999800,0.018962,-0.019460,0.995689,0.004604,0.090791,0.996152,0.029467,-0.035847,0.996393,-0.079982,-0.079574,0.991289,-0.028088,0.049644,0.984618,0.121989,-0.172448,0.999800,0.018997,-0.019459,0.996178,0.004594,0.085260,1.000000,-0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.981071,0.168663,-0.169093,0.985594,0.094382,0.012575,0.999568,-0.003694,0.002724,0.999443,-0.029251,-0.033159,0.989503,-0.053461,0.058797,0.997617,0.132010,-0.043613,0.953148,-0.215504,0.275780,0.907430,0.124312,-0.360734,0.957891,0.270532,-0.253850,0.954494,0.134185,-0.125512,0.955357,-0.292009,0.282745,0.947780,-0.085728,-0.128232,0.865965,-0.279005,0.297334,0.954536,0.402116,-0.104964,0.886010,0.271505,-0.284949,0.958322,-0.365774,-0.088900,0.961704,0.008800,0.130797,0.863605,-0.240868,0.504092,0.984609,0.045484,-0.076119,0.980756,0.157325,0.189863
-0.000973,0.000039,0.799262,0.009810,-0.015310,0.025010,0.999522,0.043565,0.048958,0.169293,0.148749,-0.084207,-0.025140,0.089185,-0.134664,-0.409062,0.186691,-0.174508,0.046928,0.005858,-0.016670,0.033805,-0.139070,1.374832,-0.114954,1.031888,0.473604,0.462403,0.139761,0.156944,-1.389174,-0.128239,1.178876,-0.076155,0.227967,-0.230767,0.998865,-0.025486,0.019545,0.989726,0.043445,0.140688,0.989212,0.079518,-0.098987,0.981939,0.107983,0.171677,0.999950,0.009505,-0.009817,0.991182,0.001707,0.132168,0.992631,0.037541,-0.019905,0.988399,-0.119526,0.147167,0.982421,-0.058061,0.023988,0.981787,0.185130,0.180897,0.999802,0.018868,-0.019368,0.995739,0.004671,0.090262,0.996139,0.029423,-0.035812,0.996399,-0.080156,-0.079522,0.991311,-0.028163,0.049619,0.984710,0.121818,-0.171910,0.999802,0.018904,-0.019368,0.996225,0.004661,0.084731,1.000000,-0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980959,0.168856,-0.169991,0.985439,0.093928,0.019958,0.999601,-0.004028,0.003099,0.999445,-0.028083,-0.033070,0.989681,-0.052884,0.058166,0.997654,0.130949,-0.043462,0.952917,-0.215776,0.276645,0.906325,0.124165,-0.363341,0.958110,0.269667,-0.252955,0.954730,0.134309,-0.125583,0.955434,-0.291805,0.282707,0.948013,-0.084990,-0.126969,0.866003,-0.278857,0.297173,0.954586,0.402153,-0.104901,0.886463,0.270521,-0.283874,0.958643,-0.365513,-0.088444,0.961787,0.011651,0.128922,0.862133,-0.241545,0.506548,0.983898,0.054157,-0.084885,0.980242,0.157286,0.190245
-0.001233,0.000126,0.799263,0.010712,-0.018414,0.025211,0.999455,0.050271,0.046889,0.169126,0.147973,-0.083756,-0.024880,0.095584,-0.136637,-0.409506,0.185973,-0.173811,0.047213,0.003945,-0.018441,0.039439,-0.137805,1.364064,-0.089162,1.010012,0.510649,0.477448,0.122529,0.175918,-1.378939,-0.167451,1.144465,-0.099014,0.254333,-0.236735,0.998910,-0.025343,0.019547,0.989716,0.042399,0.140786,0.989341,0.079619,-0.098874,0.981982,0.106906,0.171383,0.999951,0.009457,-0.009768,0.991217,0.001708,0.131905,0.992603,0.037327,-0.019659,0.988420,-0.119801,0.147077,0.982465,-0.058124,0.024164,0.981847,0.184875,0.180549,0.999803,0.018774,-0.019270,0.995789,0.004668,0.089733,0.996123,0.029376,-0.035781,0.996402,-0.080364,-0.079504,0.991333,-0.028235,0.049593,0.984800,0.121653,-0.171379,0.999803,0.018810,-0.019270,0.996271,0.004659,0.084203,1.000000,-0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980881,0.168766,-0.170624,0.985273,0.093591,0.027477,0.999632,-0.004335,0.003448,0.999447,-0.026894,-0.032980,0.989852,-0.052354,0.057584,0.997689,0.129916,-0.043318,0.952755,-0.215741,0.277244,0.905225,0.124068,-0.366093,0.958353,0.268678,-0.251981,0.955053,0.134407,-0.125243,0.955527,-0.291514,0.282561,0.948291,-0.084423,-0.125550,0.866094,-0.278729,0.297019,0.954634,0.402071,-0.104803,0.887022,0.269585,-0.282823,0.958955,-0.364970,-0.087916,0.961959,0.014581,0.126590,0.861109,-0.242093,0.508211,0.983044,0.063120,-0.093744,0.979915,0.157597,0.189162
-0.001488,0.000226,0.799258,0.011340,-0.020700,0.025051,0.999408,0.055060,0.045496,0.169530,0.147747,-0.083634,-0.024657,0.099800,-0.138006,-0.409157,0.185780,-0.173290,0.047332,0.002593,-0.019691,0.043458,-0.131939,1.356172,-0.060593,0.997165,0.543975,0.480174,0.107566,0.191681,-1.367517,-0.210480,1.115766,-0.124287,0.274416,-0.238163,0.998960,-0.025165,0.019543,0.989724,0.041184,0.140756,0.989498,0.079739,-0.098701,0.982083,0.105600,0.170748,0.999952,0.009401,-0.009700,0.991251,0.001632,0.131659,0.992561,0.037064,-0.019329,0.988425,-0.120202,0.147115,0.982525,-0.058150,0.024263,0.981853,0.184541,0.180506,0.999807,0.018665,-0.019144,0.995835,0.004509,0.089237,0.996098,0.029378,-0.035808,0.996399,-0.080661,-0.079532,0.991362,-0.028294,0.049550,0.984883,0.121431,-0.170895,0.999807,0.018700,-0.019144,0.996315,0.004500,0.083706,1.000000,-0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980798,0.168494,-0.171033,0.985101,0.093717,0.034425,0.999658,-0.004545,0.003693,0.999449,-0.025904,-0.032893,0.990052,-0.052116,0.057274,0.997708,0.128518,-0.043146,0.952370,-0.216273,0.278364,0.904433,0.124520,-0.367731,0.958608,0.267597,-0.250960,0.955459,0.134498,-0.124457,0.955712,-0.290992,0.282060,0.948346,-0.084006,-0.126345,0.866363,-0.278682,0.296899,0.954671,0.401579,-0.104589,0.887540,0.268523,-0.281657,0.959300,-0.364613,-0.087404,0.962477,0.017766,0.123262,0.860350,-0.241754,0.509394,0.982060,0.070509,-0.100668,0.980276,0.159446,0.184630
-0.001738,0.000328,0.799254,0.011901,-0.022768,0.024803,0.999363,0.059387,0.044267,0.170091,0.147582,-0.083546,-0.024446,0.103496,-0.139234,-0.408627,0.185667,-0.172797,0.047420,0.001387,-0.020805,0.047084,-0.125456,1.348524,-0.032076,0.985241,0.576530,0.481955,0.093163,0.206581,-1.355665,-0.253716,1.088153,-0.150215,0.293105,-0.237800,0.999010,-0.024974,0.019528,0.989739,0.039962,0.140690,0.989646,0.079875,-0.098549,0.982193,0.104354,0.170051,0.999952,0.009338,-0.009625,0.991282,0.001549,0.131423,0.992516,0.036787,-0.018976,0.988424,-0.120628,0.147188,0.982597,-0.058184,0.024372,0.981849,0.184145,0.180521,0.999810,0.018545,-0.019005,0.995880,0.004336,0.088762,0.996071,0.029391,-0.035848,0.996396,-0.080977,-0.079574,0.991398,-0.028338,0.049487,0.984963,0.121163,-0.170425,0.999810,0.018579,-0.019005,0.996357,0.004327,0.083230,1.000000,0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980715,0.168177,-0.171397,0.984894,0.093917,0.041246,0.999679,-0.004712,0.003891,0.999450,-0.025040,-0.032821,0.990251,-0.051925,0.057010,0.997726,0.127091,-0.042975,0.951959,-0.216848,0.279531,0.903674,0.125045,-0.369257,0.958861,0.266508,-0.249941,0.955881,0.134592,-0.123556,0.955904,-0.290458,0.281505,0.948316,-0.083688,-0.127792,0.866663,-0.278714,0.296852,0.954686,0.400967,-0.104371,0.887977,0.267555,-0.280598,0.959611,-0.364365,-0.086953,0.963072,0.020941,0.119796,0.859522,-0.241125,0.510669,0.981118,0.076457,-0.106157,0.980698,0.161674,0.179959
-0.001979,0.000437,0.799250,0.012332,-0.024401,0.024377,0.999329,0.062791,0.043363,0.170969,0.147537,-0.083526,-0.024259,0.106152,-0.140178,-0.407737,0.185713,-0.172360,0.047447,0.000474,-0.021645,0.049923,-0.117738,1.341363,-0.003665,0.975166,0.607542,0.481849,0.079881,0.219756,-1.342952,-0.297364,1.062710,-0.177452,0.309006,-0.233857,0.999060,-0.024759,0.019492,0.989764,0.038729,0.140549,0.989775,0.080048,-0.098439,0.982320,0.103227,0.169232,0.999953,0.009264,-0.009537,0.991312,0.001453,0.131207,0.992466,0.036479,-0.018576,0.988414,-0.121107,0.147331,0.982691,-0.058234,0.024499,0.981821,0.183623,0.180655,0.999814,0.018403,-0.018842,0.995922,0.004136,0.088327,0.996040,0.029424,-0.035915,0.996389,-0.081330,-0.079641,0.991447,-0.028353,0.049384,0.985039,0.120804,-0.169984,0.999814,0.018435,-0.018841,0.996396,0.004127,0.082796,1.000000,0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980633,0.167783,-0.171674,0.984664,0.094272,0.047812,0.999694,-0.004793,0.003992,0.999451,-0.024430,-0.032780,0.990451,-0.051827,0.056837,0.997738,0.125606,-0.042802,0.951499,-0.217512,0.280791,0.902981,0.125720,-0.370558,0.959110,0.265402,-0.248929,0.956334,0.134694,-0.122425,0.956109,-0.289902,0.280841,0.948111,-0.083566,-0.130545,0.867022,-0.278907,0.296953,0.954655,0.400115,-0.104143,0.888254,0.266772,-0.279752,0.959859,-0.364339,-0.086625,0.963833,0.024097,0.116055,0.858569,-0.239912,0.512132,0.980341,0.079507,-0.108781,0.981353,0.164613,0.175002
-0.002209,0.000545,0.799248,0.012663,-0.025697,0.023845,0.999305,0.065473,0.042706,0.172035,0.147572,-0.083544,-0.024101,0.108058,-0.140906,-0.406638,0.185840,-0.171972,0.047440,-0.000232,-0.022272,0.052216,-0.109633,1.334363,0.024414,0.965671,0.636891,0.481261,0.067908,0.231685,-1.329985,-0.339140,1.038855,-0.206298,0.322769,-0.225846,0.999103,-0.024563,0.019461,0.989798,0.037609,0.140348,0.989822,0.080261,-0.098473,0.982446,0.102737,0.168400,0.999954,0.009178,-0.009440,0.991335,0.001381,0.131034,0.992411,0.036185,-0.018179,0.988394,-0.121612,0.147538,0.982846,-0.058296,0.024691,0.981780,0.182767,0.180857,0.999818,0.018234,-0.018656,0.995955,0.003982,0.087978,0.996007,0.029468,-0.035995,0.996381,-0.081699,-0.079733,0.991528,-0.028339,0.049216,0.985109,0.120210,-0.169578,0.999818,0.018265,-0.018656,0.996428,0.003973,0.082447,1.000000,0.000000,-0.000000,0.999995,-0.000054,-0.003274,1.000000,0.000000,-0.000000,0.999995,0.000054,-0.003274,0.980670,0.167018,-0.171433,0.984532,0.094324,0.052928,0.999700,-0.004811,0.004021,0.999452,-0.024140,-0.032754,0.990613,-0.051761,0.056708,0.997748,0.124375,-0.042659,0.951288,-0.217810,0.281391,0.902588,0.125978,-0.371339,0.959352,0.264327,-0.247952,0.956773,0.134772,-0.121309,0.956306,-0.289312,0.280096,0.947930,-0.083818,-0.133141,0.867397,-0.279141,0.297092,0.954611,0.399196,-0.103912,0.888426,0.266557,-0.279501,0.959932,-0.364114,-0.086473,0.964575,0.026413,0.112941,0.857839,-0.238412,0.513239,0.979962,0.078527,-0.107629,0.982050,0.167602,0.171498
