0.000447,0.000062,0.775399,-0.002357,0.018637,0.012600,0.999744,-0.313172,0.252303,0.566944,0.552430,-0.219015,0.068237,-0.138875,-0.019389,-0.438219,0.333769,-0.352722,-0.100535,-0.011199,0.006556,-0.001238,-0.052881,1.670350,-0.001608,1.244247,0.077094,0.105374,0.303063,-0.058095,-1.560617,-0.145614,1.352977,0.083862,-0.018984,-0.371655,-0.003963,0.000044,0.044000,0.999936,0.011199,-0.011207,0.999916,0.001238,0.006556,0.045690,0.417064,0.329820,0.339824,0.019704,0.933216,-0.131165,0.116741,0.991165,0.026817,-0.425692,0.297113,0.217121,0.280573,-0.975752,0.035202,0.027701,-0.959187,0.079460,0.104885,-0.712340,0.816936,-0.573094,0.575800,0.816840,0.032721,-0.065847,0.008355,-0.034043,-0.725731,0.896267,0.409029,-0.422111,0.905339,0.136120,0.114270
0.000633,-0.000020,0.774423,-0.005058,0.021665,0.011963,0.999681,-0.326097,0.266912,0.574282,0.571802,-0.230022,0.070998,-0.145167,-0.015805,-0.446836,0.340611,-0.362009,-0.102273,-0.009989,0.011752,-0.006999,-0.053827,1.652979,0.003511,1.182047,0.088010,0.169057,0.318343,-0.023404,-1.531274,-0.181319,1.298726,0.076070,0.015877,-0.406589,-0.003963,0.000040,0.044000,0.999925,0.009989,-0.010071,0.999881,0.006999,0.011752,0.049865,0.414503,0.327853,0.396772,0.016613,0.911223,-0.127659,0.110656,0.991679,0.028272,-0.426590,0.287862,0.260669,0.280440,-0.965403,0.068782,0.006998,-0.957404,0.083876,0.107912,-0.710207,0.809305,-0.582831,0.585890,0.809853,0.041936,-0.066685,0.011116,-0.029474,-0.724718,0.891932,0.414654,-0.429397,0.901706,0.141692,0.122428
0.000798,-0.000104,0.773664,-0.007569,0.024454,0.011799,0.999602,-0.336991,0.278170,0.578394,0.585622,-0.238259,0.072855,-0.150604,-0.012087,-0.453688,0.345275,-0.368689,-0.103503,-0.008662,0.016568,-0.012449,-0.054020,1.640035,0.011202,1.127009,0.098281,0.222944,0.330262,0.010023,-1.506810,-0.219055,1.248527,0.064927,0.048123,-0.433517,-0.003963,0.000034,0.044000,0.999883,0.008661,-0.008867,0.999825,0.012446,0.016568,0.053201,0.411762,0.327117,0.445358,0.010830,0.888557,-0.128311,0.110105,0.991675,0.029045,-0.427090,0.280350,0.298426,0.280600,-0.954408,0.094588,-0.006844,-0.955153,0.087874,0.110718,-0.708496,0.803920,-0.589233,0.592571,0.805154,0.050719,-0.067319,0.013771,-0.025435,-0.723842,0.888466,0.418743,-0.435057,0.898771,0.146132,0.129864
0.000921,-0.000190,0.773338,-0.009703,0.026766,0.012580,0.999515,-0.343823,0.282724,0.576056,0.588342,-0.240956,0.072901,-0.154330,-0.008099,-0.457010,0.345583,-0.370156,-0.103717,-0.007098,0.020626,-0.017274,-0.052706,1.635945,0.024037,1.086298,0.107261,0.257242,0.335459,0.040922,-1.492105,-0.260851,1.206429,0.047085,0.075141,-0.444433,-0.003963,0.000028,0.044000,0.999823,0.007097,-0.007453,0.999762,0.017270,0.020624,0.054917,0.409250,0.328701,0.479000,0.000780,0.869734,-0.135800,0.118837,0.990736,0.029132,-0.427406,0.276161,0.327493,0.280795,-0.944813,0.106215,-0.008801,-0.953873,0.090978,0.113256,-0.707795,0.803412,-0.589050,0.592525,0.805324,0.058673,-0.066881,0.016194,-0.022475,-0.723319,0.886878,0.419917,-0.437489,0.897346,0.148493,0.135790
0.001031,-0.000305,0.773158,-0.011495,0.028822,0.013376,0.999429,-0.349619,0.285878,0.573056,0.589472,-0.242035,0.072759,-0.157547,-0.004652,-0.459761,0.345163,-0.370654,-0.103942,-0.005797,0.023967,-0.021239,-0.049484,1.634485,0.039023,1.055170,0.116532,0.281140,0.338786,0.068087,-1.478949,-0.307141,1.169375,0.025463,0.098536,-0.448398,-0.003963,0.000023,0.044000,0.999755,0.005796,-0.006305,0.999696,0.021230,0.023964,0.055856,0.407119,0.330702,0.503310,-0.008392,0.854361,-0.144916,0.129405,0.989408,0.028890,-0.427577,0.273105,0.350835,0.285019,-0.936421,0.112314,-0.005440,-0.951919,0.093714,0.115461,-0.707259,0.803658,-0.587974,0.591523,0.806146,0.065070,-0.066437,0.018454,-0.020021,-0.722895,0.885566,0.420798,-0.439478,0.896149,0.150437,0.140875
0.001134,-0.000434,0.773052,-0.013117,0.030751,0.014179,0.999340,-0.354896,0.288331,0.569725,0.589809,-0.242304,0.072522,-0.160510,-0.001475,-0.462226,0.344380,-0.370668,-0.104174,-0.004628,0.026950,-0.024772,-0.045309,1.634342,0.055084,1.028834,0.125948,0.299839,0.341179,0.093384,-1.466569,-0.355677,1.134841,0.001952,0.120119,-0.448888,-0.003963,0.000018,0.044000,0.999679,0.004626,-0.005294,0.999626,0.024760,0.026946,0.056395,0.405173,0.332924,0.522851,-0.017194,0.840681,-0.154981,0.141004,0.987768,0.028371,-0.427676,0.270738,0.370552,0.291522,-0.928810,0.114611,0.001655,-0.949673,0.096267,0.117500,-0.706800,0.804272,-0.586456,0.590042,0.807289,0.070690,-0.065976,0.020632,-0.017822,-0.722516,0.884392,0.421526,-0.441244,0.895061,0.152168,0.145538
0.001223,-0.000572,0.772971,-0.014342,0.032186,0.014724,0.999270,-0.359058,0.290386,0.567093,0.590611,-0.242655,0.072343,-0.162865,0.000903,-0.464157,0.343965,-0.370541,-0.104585,-0.003888,0.029232,-0.027302,-0.039444,1.634062,0.073463,1.010051,0.135699,0.309452,0.341538,0.114833,-1.453884,-0.404945,1.103728,-0.028571,0.138879,-0.443853,-0.003963,0.000015,0.044000,0.999617,0.003887,-0.004685,0.999565,0.027287,0.029228,0.056556,0.403716,0.334788,0.535747,-0.025148,0.830636,-0.163902,0.151717,0.986156,0.027708,-0.427650,0.268854,0.386096,0.295632,-0.922389,0.112055,0.011367,-0.948707,0.098148,0.119083,-0.706398,0.804735,-0.585318,0.588905,0.808153,0.074783,-0.065510,0.022307,-0.016140,-0.722205,0.883515,0.422107,-0.442620,0.894199,0.153257,0.149111
0.001316,-0.000701,0.772880,-0.015505,0.033493,0.015171,0.999204,-0.362826,0.292430,0.564786,0.591462,-0.243431,0.072223,-0.165074,0.003154,-0.465889,0.343725,-0.370527,-0.104744,-0.003271,0.031363,-0.029589,-0.033141,1.633416,0.092314,0.992554,0.145549,0.317314,0.342057,0.134460,-1.440377,-0.454016,1.072781,-0.060302,0.156550,-0.437833,-0.003963,0.000013,0.044000,0.999554,0.003269,-0.004197,0.999503,0.029570,0.031358,0.056667,0.402342,0.336505,0.547321,-0.032914,0.821062,-0.172497,0.162166,0.984460,0.026949,-0.427550,0.267072,0.400103,0.300521,-0.916186,0.107632,0.022822,-0.947682,0.099829,0.120577,-0.706017,0.805009,-0.584423,0.587992,0.808843,0.078905,-0.064992,0.023827,-0.014551,-0.721896,0.882738,0.422566,-0.443832,0.893418,0.154230,0.152453
0.001416,-0.000814,0.772769,-0.016547,0.034547,0.015425,0.999147,-0.365807,0.294454,0.563125,0.592413,-0.245057,0.072220,-0.166989,0.005147,-0.467220,0.343832,-0.370740,-0.104399,-0.002897,0.033192,-0.031389,-0.025963,1.632038,0.112106,0.977631,0.155596,0.321675,0.342898,0.150443,-1.425225,-0.502693,1.042164,-0.094452,0.172042,-0.429846,-0.003963,0.000011,0.044000,0.999500,0.002896,-0.003937,0.999445,0.031366,0.033185,0.056708,0.401182,0.337886,0.556621,-0.040099,0.812835,-0.180116,0.171673,0.982828,0.026235,-0.427323,0.265265,0.412480,0.306416,-0.910259,0.101528,0.035895,-0.946468,0.101117,0.121892,-0.705692,0.804927,-0.583998,0.587528,0.809197,0.083091,-0.064389,0.025041,-0.013147,-0.721604,0.882159,0.422797,-0.444718,0.892812,0.154986,0.155336
0.001521,-0.000910,0.772656,-0.017519,0.035414,0.015467,0.999100,-0.368216,0.296713,0.562190,0.593598,-0.246952,0.072302,-0.168671,0.007192,-0.467930,0.343982,-0.370780,-0.104735,-0.002751,0.034873,-0.032839,-0.016769,1.629805,0.131736,0.964018,0.166465,0.322945,0.340856,0.162242,-1.408311,-0.549333,1.011475,-0.129207,0.186081,-0.420469,-0.003963,0.000011,0.044000,0.999454,0.002749,-0.003894,0.999388,0.032812,0.034866,0.056700,0.400176,0.338836,0.564717,-0.044164,0.805602,-0.187281,0.179162,0.981313,0.025657,-0.426974,0.263283,0.423768,0.313967,-0.904388,0.094861,0.050025,-0.944683,0.102120,0.123125,-0.705395,0.804435,-0.584184,0.587647,0.809118,0.086923,-0.063697,0.026036,-0.011838,-0.721327,0.881930,0.422518,-0.445029,0.892481,0.155396,0.157977
