0.000545,-0.000051,0.782845,0.001066,0.031608,-0.059077,0.997752,-0.153094,0.195797,0.327497,0.347409,-0.234989,-0.056996,-0.125959,-0.189470,-0.309058,0.312632,-0.282514,0.108113,-0.004940,-0.001399,-0.012302,-0.023265,1.651586,0.135639,1.244849,0.041962,-0.022744,0.424563,-0.086409,-1.585955,-0.053996,1.167757,-0.104481,-0.018298,-0.375862
0.000858,-0.000158,0.782396,0.001637,0.034400,-0.060379,0.997581,-0.158591,0.200773,0.337035,0.352128,-0.240367,-0.060488,-0.130648,-0.193908,-0.314054,0.316238,-0.287555,0.113557,-0.002587,-0.002277,-0.017890,0.019735,1.613742,0.207257,1.171020,0.082167,0.033362,0.448829,-0.072724,-1.552445,-0.089338,1.103118,-0.139991,0.040638,-0.394461
0.001073,-0.000247,0.782040,0.002131,0.036930,-0.061415,0.997427,-0.163616,0.204413,0.344015,0.355655,-0.244287,-0.063118,-0.135088,-0.197175,-0.317321,0.318985,-0.291260,0.117331,-0.000392,-0.003124,-0.023005,0.063275,1.577573,0.284601,1.099173,0.126798,0.086069,0.463554,-0.056647,-1.522816,-0.128060,1.045070,-0.174428,0.092556,-0.405906
0.001096,-0.000300,0.781868,0.002472,0.038939,-0.061920,0.997318,-0.167694,0.205380,0.345882,0.356798,-0.245294,-0.064023,-0.139028,-0.198102,-0.317130,0.320013,-0.292297,0.117763,0.001491,-0.003906,-0.027177,0.107899,1.544756,0.373400,1.031288,0.180284,0.131978,0.459196,-0.035783,-1.500948,-0.173545,1.000207,-0.206718,0.130438,-0.403039
0.001085,-0.000348,0.781753,0.002792,0.040612,-0.062360,0.997223,-0.171110,0.205808,0.347152,0.357524,-0.245800,-0.064222,-0.142507,-0.198568,-0.316307,0.320706,-0.293167,0.117970,0.002954,-0.004606,-0.030604,0.153585,1.509163,0.468274,0.962458,0.240520,0.170532,0.444537,-0.012348,-1.481253,-0.222009,0.962066,-0.239034,0.158348,-0.396840
0.001059,-0.000393,0.781667,0.003101,0.042117,-0.062769,0.997134,-0.174194,0.205968,0.348125,0.358042,-0.246056,-0.064068,-0.145754,-0.198804,-0.315167,0.321231,-0.293954,0.118064,0.004209,-0.005264,-0.033659,0.199803,1.472181,0.566186,0.893154,0.304133,0.205408,0.424726,0.012374,-1.462645,-0.271963,0.927286,-0.271363,0.181271,-0.388974
0.001055,-0.000421,0.781640,0.003297,0.043259,-0.063008,0.997070,-0.176341,0.205987,0.348727,0.357999,-0.246029,-0.064665,-0.148146,-0.198864,-0.314361,0.321429,-0.293727,0.117611,0.005074,-0.005763,-0.035895,0.242152,1.430387,0.660472,0.822311,0.366715,0.229504,0.395481,0.038203,-1.444441,-0.322245,0.898157,-0.303961,0.194306,-0.378359
0.001044,-0.000449,0.781613,0.003492,0.044293,-0.063225,0.997010,-0.178326,0.205965,0.349253,0.357983,-0.245998,-0.065130,-0.150346,-0.198957,-0.313717,0.321617,-0.293660,0.117297,0.005862,-0.006225,-0.037927,0.281536,1.389182,0.748882,0.753222,0.426097,0.250364,0.365208,0.063450,-1.426212,-0.372061,0.870139,-0.336124,0.205323,-0.367459
0.001018,-0.000480,0.781584,0.003689,0.045107,-0.063400,0.996961,-0.179983,0.205862,0.349624,0.358022,-0.245958,-0.065329,-0.152163,-0.199115,-0.313399,0.321785,-0.293913,0.117260,0.006498,-0.006610,-0.039549,0.314993,1.349154,0.825539,0.687643,0.479079,0.264754,0.332878,0.087531,-1.407934,-0.420945,0.844343,-0.367415,0.212305,-0.355988
0.001011,-0.000502,0.781559,0.003864,0.045815,-0.063516,0.996921,-0.181434,0.205725,0.349906,0.358097,-0.246014,-0.065399,-0.153616,-0.199266,-0.313159,0.321803,-0.294141,0.117350,0.006986,-0.006925,-0.040852,0.341300,1.313601,0.887569,0.629909,0.522763,0.274724,0.302148,0.109691,-1.390171,-0.466941,0.820132,-0.397837,0.217047,-0.344461
